Month,Weekly_Sales
7.0,71548.7
7.0,10077.21
7.0,40201.28
7.0,62464.83
7.0,14374.0
7.0,52361.46
7.0,11975.49
7.0,61224.55
7.0,64472.21
7.0,86804.99
7.0,27183.04
7.0,21709.25
7.0,66500.61
7.0,33138.09
7.0,36760.05
7.0,33382.6
7.0,65472.4
7.0,16337.58
7.0,19554.19
7.0,40817.35
7.0,13888.24
7.0,79276.24
7.0,18433.0
7.0,26687.61
7.0,22197.23
7.0,11560.51
7.0,40361.82
7.0,140226.35
7.0,54750.48
7.0,11614.2
7.0,31940.64
7.0,30834.02
7.0,63423.92
7.0,29763.99
7.0,133687.23
7.0,14523.65
7.0,68573.4
7.0,28310.23
7.0,12628.52
7.0,71112.16
7.0,81534.25
7.0,61955.78
7.0,64161.66
7.0,13790.0
7.0,13750.67
7.0,66802.93
7.0,20328.54
7.0,71460.76
7.0,48910.27
7.0,22937.73
7.0,13136.69
7.0,31006.76
7.0,32590.11
7.0,32172.7
7.0,38298.54
7.0,27218.37
7.0,22213.17
7.0,21652.26
7.0,13329.0
7.0,17629.88
7.0,137145.82
7.0,80951.03
7.0,32949.11
7.0,22731.41
7.0,25593.25
7.0,14766.52
7.0,32846.12
7.0,16342.99
7.0,39990.4
7.0,38782.39
7.0,53436.74
7.0,71358.16
7.0,66766.47
7.0,20277.0
7.0,60005.05
7.0,144265.0
7.0,70089.82
7.0,13047.02
7.0,77155.57
7.0,12528.75
7.0,61809.34
7.0,71704.4
7.0,30250.36
7.0,30849.37
7.0,30631.32
7.0,14115.05
7.0,14550.32
7.0,13897.43
7.0,68904.35
7.0,87181.89
7.0,29212.57
7.0,50972.71
7.0,21582.5
7.0,34800.24
7.0,22600.2
7.0,27250.41
7.0,17589.78
7.0,31660.07
7.0,135646.76
7.0,77790.12
7.0,35512.5
7.0,39613.81
7.0,14168.44
7.0,38745.94
7.0,136043.51
7.0,14212.49
7.0,59427.43
7.0,63123.05
7.0,16406.64
7.0,27561.95
7.0,32122.74
7.0,12556.12
7.0,67185.91
7.0,67561.14
7.0,29742.83
7.0,10263.55
7.0,50912.21
7.0,11781.75
7.0,70436.16
7.0,81652.46
7.0,20841.67
7.0,62850.09
7.0,34359.54
7.0,32127.02
7.0,10591.38
7.0,28768.3
7.0,14098.32
7.0,20940.73
7.0,12625.5
7.0,75029.28
7.0,49674.14
7.0,22147.13
7.0,66825.3
7.0,12582.12
7.0,18429.5
7.0,20537.84
7.0,33527.62
7.0,127418.82
7.0,41504.97
7.0,55871.87
7.0,13690.35
7.0,10656.47
7.0,33482.99
7.0,49191.59
7.0,64190.5
7.0,37723.87
7.0,32469.61
7.0,26407.53
7.0,35492.38
7.0,10160.33
7.0,31348.4
7.0,11107.5
7.0,12569.75
7.0,19222.84
7.0,61625.27
7.0,87163.61
7.0,74180.9
7.0,29006.3
7.0,21370.79
7.0,22093.28
7.0,13233.26
7.0,30535.82
7.0,56895.52
7.0,67586.52
7.0,126763.28
7.0,13958.31
7.0,10829.38
7.0,13776.81
7.0,14813.02
7.0,52243.98
7.0,85568.43
7.0,13726.36
7.0,27493.53
7.0,69839.51
7.0,11473.96
7.0,27703.88
7.0,61070.86
8.0,23350.63
8.0,65993.32
8.0,15543.42
8.0,17455.61
8.0,15042.86
8.0,87791.77
8.0,32800.34
8.0,13895.25
8.0,60791.13
8.0,36101.27
8.0,62358.61
8.0,24769.54
8.0,23488.66
8.0,35029.35
8.0,13938.33
8.0,17621.52
8.0,81532.92
8.0,13912.02
8.0,60373.3
8.0,30091.58
8.0,33317.86
8.0,139573.93
8.0,41139.22
8.0,141768.75
8.0,65448.71
8.0,44683.74
8.0,66394.22
8.0,39387.1
8.0,11579.71
8.0,75381.62
8.0,53702.81
8.0,25638.77
8.0,21544.19
8.0,10179.94
8.0,31282.83
8.0,56299.32
8.0,25797.98
8.0,11987.04
8.0,14463.78
8.0,77716.04
8.0,26699.34
8.0,22137.75
8.0,62910.61
8.0,20971.13
8.0,16310.89
8.0,16523.38
8.0,24582.25
8.0,35877.79
8.0,63924.53
8.0,95845.19
8.0,14530.28
8.0,33328.76
8.0,66065.99
8.0,22375.11
8.0,34867.02
8.0,74925.4
8.0,13096.51
8.0,14198.71
8.0,74787.44
8.0,76087.71
8.0,19134.67
8.0,30912.63
8.0,23690.19
8.0,27058.91
8.0,15365.8
8.0,150533.25
8.0,27948.05
8.0,82702.58
8.0,67119.15
8.0,26026.69
8.0,10103.3
8.0,14859.11
8.0,46285.49
8.0,31181.08
8.0,56967.92
8.0,147963.18
8.0,10879.77
8.0,50050.47
8.0,14965.14
8.0,67779.25
8.0,21038.47
8.0,42124.34
8.0,13244.69
8.0,23063.46
8.0,37313.01
8.0,65444.72
8.0,99771.88
8.0,20982.91
8.0,34279.54
8.0,56995.29
8.0,12127.0
8.0,18853.18
8.0,147428.5
8.0,19662.48
8.0,71585.89
8.0,53279.54
8.0,30029.99
8.0,27409.5
8.0,57022.55
8.0,12138.52
8.0,26863.17
8.0,73047.69
8.0,13391.57
8.0,62052.94
8.0,16454.46
8.0,21559.5
8.0,144781.3
8.0,41295.89
8.0,29126.35
8.0,76740.18
8.0,14365.97
8.0,79481.85
8.0,29682.04
8.0,16202.03
8.0,11876.82
8.0,82729.5
8.0,60823.97
8.0,19139.5
8.0,43004.47
8.0,15883.9
8.0,27077.42
8.0,25003.04
8.0,19550.58
8.0,76355.79
8.0,64396.29
8.0,31506.64
8.0,31454.13
8.0,20090.15
8.0,33174.53
8.0,13527.05
8.0,52712.01
8.0,31878.33
8.0,71211.72
8.0,87362.54
8.0,34195.67
8.0,11382.83
8.0,33656.15
8.0,83079.7
8.0,15516.53
8.0,58526.02
8.0,28044.57
8.0,18390.82
8.0,15159.15
8.0,48418.54
8.0,58210.98
8.0,29856.74
8.0,137344.06
8.0,56120.09
8.0,11820.18
8.0,130191.35
8.0,15324.43
8.0,19815.9
8.0,36913.1
8.0,30845.89
8.0,19039.5
8.0,38076.2
8.0,77395.65
8.0,68083.12
8.0,15253.31
8.0,22657.25
8.0,35663.99
8.0,22432.43
8.0,11685.84
8.0,15363.15
8.0,38150.21
8.0,55524.34
8.0,77344.48
8.0,10369.94
8.0,39983.26
8.0,25079.67
9.0,50838.74
9.0,14727.7
9.0,10196.89
9.0,59177.53
9.0,32351.04
9.0,78878.44
9.0,17346.58
9.0,34713.96
9.0,61102.02
9.0,33399.06
9.0,17441.64
9.0,31085.72
9.0,140141.32
9.0,15324.33
9.0,138970.56
9.0,22455.06
9.0,33333.99
9.0,60541.83
9.0,65257.74
9.0,81783.93
9.0,22588.98
9.0,17619.17
9.0,20518.06
9.0,37396.86
9.0,11915.87
9.0,10265.69
9.0,93677.66
9.0,14319.45
9.0,76386.93
9.0,41370.13
9.0,37938.71
9.0,12620.85
9.0,80218.19
9.0,24507.48
9.0,14677.36
9.0,20452.49
9.0,11811.6
9.0,29458.07
9.0,83102.5
9.0,23276.9
9.0,59885.9
9.0,10384.55
9.0,54210.69
9.0,45892.27
9.0,54140.32
9.0,32914.2
9.0,75610.4
9.0,61744.33
9.0,18291.5
9.0,31292.37
9.0,33641.04
9.0,40095.62
9.0,14053.77
9.0,32695.04
9.0,142636.36
9.0,17519.9
9.0,62792.56
9.0,13501.74
9.0,68023.67
9.0,15038.81
9.0,21361.41
9.0,33716.1
9.0,13597.57
9.0,17782.88
9.0,147769.71
9.0,35713.93
9.0,68019.33
9.0,14807.28
9.0,36923.72
9.0,21564.56
9.0,12206.11
9.0,87384.43
9.0,63137.56
9.0,66849.88
9.0,71805.95
9.0,30301.83
9.0,22620.97
9.0,13155.89
9.0,14401.23
9.0,22755.79
9.0,10594.77
9.0,84585.15
9.0,49447.81
9.0,61297.48
9.0,34895.21
9.0,33844.37
9.0,10515.03
9.0,77255.61
9.0,85200.58
9.0,12884.7
9.0,141928.95
9.0,18903.5
9.0,32828.04
9.0,17888.87
9.0,67780.36
9.0,59143.85
9.0,17311.19
9.0,33298.06
9.0,37307.65
9.0,65285.54
9.0,89875.27
9.0,40095.29
9.0,13681.62
9.0,19894.53
9.0,11927.19
9.0,150217.63
9.0,33565.18
9.0,80959.34
9.0,15446.7
9.0,16328.52
9.0,31108.14
9.0,86106.08
9.0,35747.58
9.0,13081.31
9.0,34865.76
9.0,67348.34
9.0,22347.84
9.0,54102.43
9.0,13772.92
9.0,10021.31
9.0,21774.0
9.0,51234.96
9.0,24236.1
9.0,14869.77
9.0,15354.71
9.0,29532.25
9.0,34085.24
9.0,13393.47
9.0,18705.67
9.0,34144.6
9.0,31466.3
9.0,10996.21
9.0,75838.86
9.0,135549.47
9.0,61126.68
9.0,32211.3
9.0,38006.73
9.0,52942.57
9.0,72542.49
9.0,31716.32
9.0,32214.2
9.0,22698.45
9.0,17115.36
9.0,62583.02
9.0,66570.95
9.0,17886.4
9.0,31146.13
9.0,38991.51
9.0,13839.91
9.0,21381.27
9.0,67459.91
9.0,16598.7
9.0,17749.82
9.0,13932.14
9.0,85159.65
9.0,13027.88
9.0,13547.34
9.0,63406.6
9.0,61292.91
9.0,48451.75
9.0,142300.68
9.0,15366.43
9.0,81374.97
10.0,41979.23
10.0,32910.99
10.0,12839.9
10.0,34360.06
10.0,10951.58
10.0,18710.42
10.0,11940.87
10.0,65810.71
10.0,17427.88
10.0,16441.03
10.0,32991.81
10.0,30366.19
10.0,132029.95
10.0,36486.28
10.0,55932.64
10.0,19289.57
10.0,17728.0
10.0,29407.93
10.0,13334.43
10.0,10508.72
10.0,32163.04
10.0,76349.73
10.0,39473.74
10.0,76278.21
10.0,24631.57
10.0,88537.23
10.0,68875.81
10.0,20343.66
10.0,60764.03
10.0,59068.88
10.0,38398.16
10.0,54800.74
10.0,12901.61
10.0,12496.55
10.0,23732.12
10.0,53786.58
10.0,137844.39
10.0,70176.64
10.0,15080.26
10.0,78210.31
10.0,13814.46
10.0,36607.75
10.0,31168.07
10.0,45367.02
10.0,34179.11
10.0,10316.43
10.0,80061.65
10.0,37119.05
10.0,12437.97
10.0,48673.18
10.0,16739.26
10.0,17750.2
10.0,24972.51
10.0,26285.29
10.0,13324.63
10.0,19830.67
10.0,65169.63
10.0,70087.45
10.0,66687.86
10.0,13037.27
10.0,136720.67
10.0,86708.3
10.0,54056.25
10.0,14288.73
10.0,10155.4
10.0,21205.93
10.0,65150.26
10.0,17910.72
10.0,23803.76
10.0,94871.24
10.0,26540.18
10.0,49607.73
10.0,33193.51
10.0,17498.01
10.0,15426.4
10.0,16549.52
10.0,41641.85
10.0,11265.59
10.0,75893.3
10.0,53891.67
10.0,151921.38
10.0,85034.11
10.0,35097.86
10.0,28478.05
10.0,14337.52
10.0,11160.64
10.0,34361.32
10.0,16277.36
10.0,19959.54
10.0,10328.66
10.0,42167.71
10.0,80344.87
10.0,34844.95
10.0,22727.51
10.0,68018.99
10.0,40355.48
10.0,15226.16
10.0,29687.75
10.0,29930.81
10.0,16986.74
10.0,14073.2
10.0,63404.62
10.0,56504.69
10.0,11934.19
10.0,64893.74
10.0,10728.22
10.0,62147.62
10.0,43887.26
10.0,60998.73
10.0,34278.26
10.0,77192.05
10.0,136778.53
10.0,16389.04
10.0,10011.04
10.0,82889.69
10.0,48930.26
10.0,18777.57
10.0,11170.24
10.0,19475.0
10.0,145276.99
10.0,23782.15
10.0,22338.82
10.0,39823.58
10.0,16012.5
10.0,50525.31
10.0,79854.5
10.0,30576.25
10.0,14648.84
10.0,10373.54
10.0,51673.53
10.0,15492.53
10.0,24744.55
10.0,15192.14
10.0,32791.81
10.0,43214.99
10.0,19036.1
10.0,10644.01
10.0,63417.23
10.0,21233.45
10.0,67513.33
10.0,35121.94
10.0,18702.83
10.0,81554.52
10.0,33028.54
10.0,61678.41
10.0,75836.44
10.0,150744.79
10.0,42054.69
10.0,18453.24
10.0,15879.93
10.0,135125.43
10.0,27326.88
10.0,61864.13
10.0,57909.52
10.0,39413.26
10.0,17011.12
10.0,11155.79
10.0,23481.16
10.0,78770.01
10.0,11099.16
10.0,10411.91
10.0,84090.01
10.0,19368.83
10.0,86969.56
10.0,51824.18
10.0,54253.23
10.0,32442.0
10.0,37442.31
10.0,36051.3
10.0,27630.36
10.0,11332.85
10.0,21769.97
10.0,34777.47
10.0,14970.19
10.0,24402.96
10.0,55209.74
10.0,77397.15
10.0,16728.37
10.0,35150.75
10.0,16518.78
10.0,10871.09
10.0,57179.04
10.0,128244.89
10.0,62949.8
10.0,22836.31
10.0,22196.0
10.0,14265.14
10.0,83058.11
10.0,136737.64
10.0,19408.17
10.0,30989.32
10.0,62434.06
10.0,15637.78
10.0,18224.94
10.0,35228.42
10.0,76169.54
10.0,75566.08
10.0,32469.35
10.0,22827.62
10.0,58264.93
10.0,47857.23
10.0,11635.2
10.0,50194.4
10.0,16144.52
10.0,10388.55
10.0,53531.75
10.0,51854.74
10.0,34778.84
10.0,84800.12
10.0,77368.11
11.0,64836.45
11.0,30589.55
11.0,10200.89
11.0,55970.39
11.0,80725.47
11.0,50590.18
11.0,24479.83
11.0,19306.12
11.0,13644.68
11.0,68822.67
11.0,28490.09
11.0,74097.2
11.0,48727.62
11.0,33139.55
11.0,24148.9
11.0,16732.81
11.0,133460.31
11.0,17965.86
11.0,51227.02
11.0,82621.8
11.0,35552.38
11.0,40470.02
11.0,89522.84
11.0,92919.57
11.0,12153.58
11.0,19846.57
11.0,14201.81
11.0,28244.24
11.0,14621.81
11.0,10262.2
11.0,23754.5
11.0,50235.15
11.0,158346.4
11.0,28052.65
11.0,84511.67
11.0,21373.2
11.0,32847.55
11.0,21970.76
11.0,63955.41
11.0,36672.95
11.0,56510.88
11.0,11250.36
11.0,21172.87
11.0,45522.98
11.0,31019.49
11.0,15637.0
11.0,85046.6
11.0,63175.82
11.0,16208.68
11.0,72414.05
11.0,10001.7
11.0,17846.71
11.0,48346.29
11.0,55905.59
11.0,38611.96
11.0,27890.78
11.0,49076.08
11.0,13469.08
11.0,27798.74
11.0,15625.15
11.0,12066.06
11.0,11846.77
11.0,78656.15
11.0,37245.01
11.0,131724.27
11.0,10525.96
11.0,27685.78
11.0,68081.41
11.0,22688.25
11.0,19332.24
11.0,29630.5
11.0,86753.2
11.0,163299.52
11.0,20120.21
11.0,95521.28
11.0,24166.52
11.0,10233.67
11.0,11309.61
11.0,30186.34
11.0,10650.65
11.0,53983.21
11.0,13343.92
11.0,85120.81
11.0,32294.63
11.0,47622.86
11.0,65825.77
11.0,34171.61
11.0,16804.07
11.0,129972.97
11.0,18622.14
11.0,10669.33
11.0,34521.1
11.0,49992.79
11.0,18553.6
11.0,14455.63
11.0,13060.49
11.0,22683.6
11.0,54402.41
11.0,23199.0
11.0,69442.5
11.0,39459.43
11.0,28902.75
11.0,57121.85
11.0,79960.92
11.0,13244.74
11.0,69978.72
11.0,182935.75
11.0,30966.6
11.0,20653.58
11.0,35692.17
11.0,15759.7
11.0,53219.22
11.0,89350.52
11.0,87691.45
11.0,78328.65
11.0,30260.32
11.0,35461.65
11.0,60787.72
11.0,33947.76
11.0,25207.54
11.0,51115.8
11.0,35336.47
11.0,23493.64
11.0,68396.67
11.0,10626.15
11.0,16577.88
11.0,32392.84
11.0,90659.08
11.0,12716.95
11.0,10344.0
11.0,72732.97
11.0,22165.97
11.0,15633.65
11.0,67030.75
11.0,11260.29
11.0,41307.26
11.0,16153.27
11.0,64395.62
11.0,14835.25
11.0,129860.88
11.0,34269.0
11.0,122847.58
11.0,49671.44
11.0,47530.44
11.0,80877.66
11.0,29507.65
11.0,14455.75
11.0,67374.29
11.0,31603.97
11.0,60883.4
11.0,67015.53
11.0,39701.8
11.0,61327.08
11.0,196464.78
11.0,30958.54
11.0,38606.9
11.0,11956.3
11.0,60633.02
11.0,41185.47
11.0,44756.56
11.0,19184.46
11.0,33055.16
11.0,74199.38
11.0,29821.21
11.0,29753.45
11.0,28498.83
11.0,22176.69
11.0,12260.6
11.0,132613.12
11.0,31865.47
11.0,381072.11
11.0,32102.06
11.0,96870.97
11.0,12791.3
11.0,13418.6
11.0,62469.57
11.0,51110.51
11.0,91281.55
11.0,21429.58
12.0,28777.36
12.0,18549.42
12.0,49145.38
12.0,15399.79
12.0,72434.86
12.0,12596.48
12.0,30545.1
12.0,25693.53
12.0,25680.73
12.0,30911.78
12.0,22739.5
12.0,15184.19
12.0,10255.34
12.0,54671.84
12.0,51522.31
12.0,112357.52
12.0,63797.76
12.0,31926.59
12.0,14108.59
12.0,13570.23
12.0,137541.89
12.0,36639.21
12.0,16355.5
12.0,38045.59
12.0,54740.6
12.0,28025.16
12.0,13347.12
12.0,89556.97
12.0,37394.26
12.0,51923.69
12.0,90879.23
12.0,17448.63
12.0,64423.09
12.0,11147.94
12.0,15182.34
12.0,33948.96
12.0,77080.53
12.0,140311.39
12.0,94127.01
12.0,10805.16
12.0,77635.19
12.0,78935.24
12.0,12310.44
12.0,19888.93
12.0,47999.05
12.0,92877.69
12.0,13286.56
12.0,17214.06
12.0,32903.78
12.0,160984.11
12.0,48075.03
12.0,32723.25
12.0,22961.5
12.0,121861.67
12.0,16006.33
12.0,20093.56
12.0,19238.72
12.0,32401.93
12.0,45340.22
12.0,11236.95
12.0,14552.92
12.0,18250.16
12.0,49875.17
12.0,27916.56
12.0,17380.0
12.0,125057.36
12.0,14566.9
12.0,40981.85
12.0,15496.51
12.0,59571.07
12.0,18562.58
12.0,62282.52
12.0,87409.58
12.0,80493.2
12.0,55221.55
12.0,94107.63
12.0,53294.2
12.0,84813.82
12.0,64906.41
12.0,21508.0
12.0,30849.19
12.0,10837.35
12.0,10873.42
12.0,37584.54
12.0,134584.04
12.0,65890.02
12.0,63386.93
12.0,10455.97
12.0,42660.01
12.0,30166.76
12.0,55596.4
12.0,194187.36
12.0,74389.92
12.0,20027.66
12.0,47070.91
12.0,29505.12
12.0,27213.59
12.0,35956.57
12.0,18210.52
12.0,115322.43
12.0,172430.68
12.0,35171.54
12.0,21301.52
12.0,28068.33
12.0,133205.77
12.0,19505.27
12.0,64910.39
12.0,79143.54
12.0,14780.5
12.0,51614.48
12.0,40093.74
12.0,100225.88
12.0,12242.26
12.0,67132.23
12.0,25879.42
12.0,34520.78
12.0,20159.75
12.0,71839.12
12.0,51099.68
12.0,27401.14
12.0,49632.02
12.0,55037.88
12.0,20842.09
12.0,68922.99
12.0,54997.69
12.0,91635.52
12.0,84309.67
12.0,18119.25
12.0,65410.84
12.0,25437.15
12.0,36904.83
12.0,11728.15
12.0,54699.18
12.0,25040.5
12.0,59042.38
12.0,29207.93
12.0,18880.56
12.0,216877.34
12.0,174922.53
12.0,29559.49
12.0,10236.2
12.0,26375.39
12.0,30425.04
12.0,293835.78
12.0,91216.16
12.0,196184.4
12.0,29807.88
12.0,35640.23
12.0,67702.67
12.0,70556.45
12.0,10464.29
12.0,67183.66
12.0,36572.85
12.0,57471.92
12.0,14960.75
12.0,60435.5
12.0,38981.0
12.0,17297.96
12.0,22182.14
12.0,37994.51
12.0,73370.28
12.0,26484.88
12.0,27864.91
12.0,299060.25
12.0,63767.24
12.0,76078.03
12.0,10270.96
12.0,12027.88
12.0,139301.54
12.0,68696.66
12.0,41486.22
12.0,84504.74
12.0,71065.2
12.0,34156.35
12.0,116473.44
12.0,111234.93
12.0,57098.47
12.0,24568.55
12.0,83268.21
12.0,81686.73
12.0,39721.57
12.0,87594.51
12.0,24649.74
12.0,109944.32
12.0,45600.79
12.0,91467.03
12.0,31074.11
12.0,26641.68
12.0,45946.58
12.0,28449.27
12.0,122263.2
12.0,27626.75
12.0,40327.46
12.0,11292.82
12.0,18635.46
12.0,51660.38
12.0,23164.63
12.0,23851.53
12.0,11424.5
12.0,44961.67
12.0,91876.27
12.0,69190.44
12.0,10986.82
12.0,107910.87
12.0,56929.88
12.0,25480.05
12.0,25334.2
12.0,34556.72
12.0,44055.69
12.0,62573.32
12.0,61888.56
12.0,54689.85
12.0,74711.11
12.0,27258.24
12.0,31302.01
12.0,10191.56
12.0,16555.8
12.0,20858.75
12.0,78283.52
12.0,15184.47
12.0,50530.8
12.0,33622.54
12.0,74886.22
12.0,11997.9
12.0,31735.03
12.0,11310.17
12.0,53679.23
12.0,26972.52
12.0,36588.46
1.0,104781.09
1.0,10336.74
1.0,10384.23
1.0,25293.64
1.0,64561.77
1.0,22242.27
1.0,20591.73
1.0,27488.21
1.0,27176.08
1.0,155246.63
1.0,28722.69
1.0,57693.68
1.0,27370.4
1.0,23109.77
1.0,27993.71
1.0,11899.36
1.0,15818.08
1.0,64638.61
1.0,37019.67
1.0,82693.21
1.0,84654.62
1.0,11334.47
1.0,49201.97
1.0,43516.56
1.0,14886.2
1.0,29259.99
1.0,11090.88
1.0,59330.13
1.0,119611.19
1.0,71223.79
1.0,20624.99
1.0,38938.07
1.0,86035.62
1.0,17665.39
1.0,56671.32
1.0,90467.13
1.0,16408.95
1.0,33007.67
1.0,18752.5
1.0,28359.15
1.0,24768.94
1.0,64828.44
1.0,26751.52
1.0,47396.18
1.0,29675.85
1.0,95250.86
1.0,159261.88
1.0,70728.27
1.0,12686.82
1.0,14447.6
1.0,91551.63
1.0,35733.27
1.0,16627.16
1.0,68071.68
1.0,66871.55
1.0,10282.61
1.0,27985.62
1.0,12040.32
1.0,17820.63
1.0,57876.6
1.0,21671.02
1.0,22220.95
1.0,20978.53
1.0,17897.03
1.0,23703.99
1.0,15241.24
1.0,89756.71
1.0,17548.5
1.0,38964.95
1.0,82412.81
1.0,31931.97
1.0,88181.29
1.0,32139.8
1.0,54969.55
1.0,128988.92
1.0,44394.87
1.0,29450.0
1.0,31146.4
1.0,161760.0
1.0,50759.18
1.0,34124.65
1.0,20946.98
1.0,14572.49
1.0,15194.92
1.0,22991.72
1.0,72173.35
1.0,65014.35
1.0,29835.26
1.0,15765.72
1.0,13148.32
1.0,14962.13
1.0,10389.18
1.0,18197.37
1.0,17979.8
1.0,70554.86
1.0,40147.13
1.0,36571.89
1.0,88151.56
1.0,11344.79
1.0,91557.61
1.0,26206.39
1.0,21614.59
1.0,74913.58
1.0,24314.9
1.0,83012.22
1.0,55157.31
1.0,23573.98
1.0,62783.75
1.0,140182.04
1.0,90745.3
1.0,16615.5
1.0,69576.27
1.0,30993.65
1.0,33832.04
1.0,142389.17
1.0,27277.0
1.0,17184.37
1.0,30446.4
1.0,15324.11
1.0,36019.2
1.0,22915.26
1.0,15595.81
1.0,30977.96
1.0,49237.7
1.0,58161.84
1.0,22069.91
1.0,80357.79
1.0,20223.97
1.0,14962.07
1.0,111677.85
1.0,15609.1
1.0,18595.97
1.0,11918.57
1.0,81145.37
1.0,40370.22
1.0,127101.39
1.0,62350.08
1.0,15808.5
1.0,18033.62
1.0,29911.25
1.0,34544.33
1.0,12049.17
1.0,56587.87
1.0,10045.28
1.0,64054.05
1.0,84516.07
1.0,82168.16
1.0,23742.57
1.0,31384.59
1.0,28769.27
1.0,51712.45
1.0,63936.8
2.0,52192.61
2.0,23422.2
2.0,164933.31
2.0,34778.17
2.0,23345.85
2.0,35222.37
2.0,14545.0
2.0,88074.27
2.0,20453.63
2.0,39068.54
2.0,10122.95
2.0,70970.73
2.0,40054.13
2.0,139320.75
2.0,18867.6
2.0,21461.67
2.0,43513.99
2.0,31963.41
2.0,17824.51
2.0,15806.66
2.0,12211.37
2.0,33727.57
2.0,14659.88
2.0,47497.84
2.0,94201.14
2.0,94975.59
2.0,69381.84
2.0,15149.71
2.0,55356.27
2.0,22074.8
2.0,130088.93
2.0,56454.32
2.0,62840.3
2.0,27701.47
2.0,82668.97
2.0,19849.51
2.0,71873.91
2.0,10661.13
2.0,28679.67
2.0,11977.03
2.0,14034.39
2.0,70015.97
2.0,31772.71
2.0,11993.91
2.0,171158.16
2.0,40158.74
2.0,24054.74
2.0,57504.1
2.0,24325.08
2.0,66931.11
2.0,28853.26
2.0,83107.36
2.0,56654.31
2.0,140880.59
2.0,150013.91
2.0,13858.0
2.0,19845.82
2.0,65100.15
2.0,32817.64
2.0,21344.16
2.0,12326.02
2.0,37271.0
2.0,10752.35
2.0,32187.23
2.0,15606.17
2.0,23300.16
2.0,95467.6
2.0,68882.66
2.0,22285.28
2.0,36732.91
2.0,19159.28
2.0,55747.3
2.0,36190.92
2.0,10597.08
2.0,68007.58
2.0,30066.55
2.0,42886.36
2.0,16883.27
2.0,17922.2
2.0,12061.61
2.0,56939.28
2.0,92646.93
2.0,20550.96
2.0,71523.3
2.0,87852.96
2.0,12067.29
2.0,23595.1
2.0,24142.13
2.0,25848.42
2.0,28141.94
2.0,29197.69
2.0,39619.99
2.0,141578.51
2.0,55175.48
2.0,30092.44
2.0,14540.05
2.0,15383.2
2.0,25245.25
2.0,159329.37
2.0,25660.96
2.0,12000.86
2.0,58182.7
2.0,16823.29
2.0,61238.29
2.0,68019.7
2.0,25699.56
2.0,62481.47
2.0,11810.98
2.0,44676.12
2.0,41101.84
2.0,18087.42
2.0,162413.31
2.0,14153.5
2.0,89474.62
2.0,19982.93
2.0,80295.61
2.0,21650.07
2.0,38161.67
2.0,70100.1
2.0,10501.65
2.0,13281.08
2.0,45450.75
2.0,74118.03
2.0,30759.95
2.0,34634.8
2.0,10295.39
2.0,99214.16
2.0,84709.78
2.0,10760.69
2.0,21966.57
2.0,10121.15
2.0,45109.7
2.0,12406.19
2.0,10541.1
2.0,26117.22
2.0,23056.48
2.0,84060.03
2.0,32840.63
2.0,66322.98
2.0,20080.12
2.0,28555.92
2.0,26404.35
2.0,54743.92
2.0,26289.28
2.0,52581.22
2.0,13209.09
2.0,11329.19
2.0,65236.04
2.0,16997.02
2.0,142927.66
2.0,150563.95
2.0,16604.87
2.0,38849.93
2.0,20938.73
2.0,100464.89
2.0,28339.56
2.0,40788.66
2.0,28026.58
2.0,42429.43
2.0,85751.51
2.0,13538.66
2.0,33146.24
2.0,64907.86
2.0,133747.8
2.0,71262.22
2.0,15028.72
2.0,40217.85
2.0,26058.9
2.0,66848.94
2.0,15733.3
2.0,36082.74
2.0,10120.44
2.0,56357.18
2.0,86993.07
2.0,63771.39
2.0,20190.39
2.0,81632.17
2.0,32747.75
2.0,18930.91
2.0,21280.66
2.0,21209.27
3.0,57093.74
3.0,10168.84
3.0,137539.21
3.0,28331.01
3.0,26562.46
3.0,29211.01
3.0,61995.47
3.0,128448.45
3.0,27658.96
3.0,155777.29
3.0,99650.0
3.0,40843.9
3.0,15939.61
3.0,18477.53
3.0,56572.76
3.0,84492.9
3.0,11644.81
3.0,59244.99
3.0,68740.27
3.0,27116.53
3.0,26506.86
3.0,18086.58
3.0,44440.07
3.0,71141.07
3.0,102902.27
3.0,12793.03
3.0,13059.12
3.0,20422.69
3.0,39714.28
3.0,86669.22
3.0,37537.67
3.0,13849.85
3.0,32580.75
3.0,19269.04
3.0,68859.26
3.0,16146.03
3.0,64329.77
3.0,18953.45
3.0,10203.56
3.0,20023.95
3.0,21253.28
3.0,31605.17
3.0,28740.91
3.0,30109.83
3.0,103699.51
3.0,26620.68
3.0,31284.95
3.0,26646.29
3.0,160376.33
3.0,53029.03
3.0,90576.52
3.0,22424.41
3.0,44414.44
3.0,22084.48
3.0,23249.03
3.0,15617.09
3.0,10702.05
3.0,26810.53
3.0,86386.77
3.0,10010.04
3.0,12490.16
3.0,14347.57
3.0,19516.17
3.0,18367.83
3.0,65710.33
3.0,10743.61
3.0,54124.82
3.0,64758.82
3.0,70621.12
3.0,10334.42
3.0,11391.94
3.0,36419.1
3.0,14085.9
3.0,33541.12
3.0,42760.28
3.0,142247.17
3.0,37876.52
3.0,87499.61
3.0,16806.12
3.0,64646.22
3.0,27289.89
3.0,19972.06
3.0,66695.99
3.0,38307.76
3.0,41186.33
3.0,83458.08
3.0,17399.87
3.0,13156.71
3.0,26517.76
3.0,28225.05
3.0,41110.42
3.0,154902.77
3.0,11107.26
